Lat,Lng,Depth,Mag,Sig,Place,Time,Month,Day,Year
-18.448,175.99,10.0,6.0,554,Fiji region,2005-03-31 01:46:17.760,3,31,2005
-18.545,176.013,10.0,5.9,536,Fiji region,2005-03-31 01:39:06.070,3,31,2005
-3.848,152.549,35.4,5.0,385,"New Ireland region, Papua New Guinea",2005-03-31 01:26:46.070,3,31,2005
1.864,97.069,26.7,5.2,416,"Nias region, Indonesia",2005-03-30 23:40:48.490,3,30,2005
-22.459,-179.754,588.7,6.1,572,south of the Fiji Islands,2005-03-30 17:41:57.160,3,30,2005
2.931,95.423,25.2,5.6,482,"Simeulue, Indonesia",2005-03-30 17:29:21.730,3,30,2005
1.064,125.721,86.5,5.3,432,Molucca Sea,2005-03-30 16:38:21.880,3,30,2005
2.993,95.414,22.0,6.3,611,"Simeulue, Indonesia",2005-03-30 16:19:41.100,3,30,2005
-53.61,140.817,10.0,5.3,432,west of Macquarie Island,2005-03-30 16:00:52.240,3,30,2005
0.199,98.144,20.1,5.3,432,"Nias region, Indonesia",2005-03-30 12:57:42.870,3,30,2005
-10.246,161.315,79.6,5.7,500,Solomon Islands,2005-03-30 12:00:34.540,3,30,2005
1.892,96.94,26.6,5.1,400,"Nias region, Indonesia",2005-03-30 10:20:22.460,3,30,2005
-15.486,167.439,128.0,5.1,400,Vanuatu,2005-03-30 01:28:14.740,3,30,2005
1.773,97.095,27.4,5.7,500,"Nias region, Indonesia",2005-03-30 01:13:15.750,3,30,2005
2.352,97.334,30.0,5.1,400,"northern Sumatra, Indonesia",2005-03-29 20:41:37.620,3,29,2005
0.922,97.91,30.0,5.0,385,"Nias region, Indonesia",2005-03-29 18:29:48.660,3,29,2005
-32.278,-178.018,10.0,5.0,385,south of the Kermadec Islands,2005-03-29 18:26:24.610,3,29,2005
47.574,154.131,14.4,5.2,416,Kuril Islands,2005-03-29 17:00:02.240,3,29,2005
-33.711,-72.277,34.0,5.3,432,"offshore Valparaiso, Chile",2005-03-29 16:38:20.100,3,29,2005
1.336,97.123,24.4,5.0,385,"Nias region, Indonesia",2005-03-29 14:25:14.580,3,29,2005
2.547,96.067,24.3,5.1,400,"Simeulue, Indonesia",2005-03-29 14:16:06.150,3,29,2005
5.512,93.364,25.3,5.0,385,off the west coast of northern Sumatra,2005-03-29 12:56:04.010,3,29,2005
2.23,96.494,26.1,5.2,416,"Simeulue, Indonesia",2005-03-29 10:56:53.740,3,29,2005
1.084,97.258,24.0,5.2,416,"Nias region, Indonesia",2005-03-29 09:42:57.200,3,29,2005
1.305,97.183,22.4,5.0,385,"Nias region, Indonesia",2005-03-29 09:28:22.480,3,29,2005
1.894,96.971,27.3,5.0,385,"Nias region, Indonesia",2005-03-29 09:16:03.830,3,29,2005
1.777,99.207,30.0,5.5,465,"northern Sumatra, Indonesia",2005-03-29 06:16:15.220,3,29,2005
2.143,96.634,26.9,5.3,432,"Simeulue, Indonesia",2005-03-29 05:25:25.450,3,29,2005
0.873,97.482,24.7,5.0,385,"Nias region, Indonesia",2005-03-29 05:24:59.840,3,29,2005
1.175,97.12,24.0,5.1,400,"Nias region, Indonesia",2005-03-29 05:23:53.050,3,29,2005
2.648,96.581,30.0,5.9,560,"Simeulue, Indonesia",2005-03-29 05:16:29.850,3,29,2005
0.185,97.095,35.8,5.5,465,"Nias region, Indonesia",2005-03-29 04:50:07.930,3,29,2005
1.223,97.156,22.5,5.2,416,"Nias region, Indonesia",2005-03-29 04:19:01.400,3,29,2005
1.249,97.151,25.1,5.3,432,"Nias region, Indonesia",2005-03-29 04:09:58.610,3,29,2005
1.607,97.05,26.0,5.2,416,"Nias region, Indonesia",2005-03-29 04:09:13.690,3,29,2005
1.031,97.48,23.1,5.1,400,"Nias region, Indonesia",2005-03-29 02:22:41.810,3,29,2005
1.617,97.134,30.0,5.0,385,"Nias region, Indonesia",2005-03-29 00:56:03.880,3,29,2005
2.855,96.354,27.2,5.0,385,"Simeulue, Indonesia",2005-03-28 23:44:44.790,3,28,2005
2.914,96.387,28.6,5.4,450,"Simeulue, Indonesia",2005-03-28 23:39:48.110,3,28,2005
2.889,96.411,29.2,5.6,483,"Simeulue, Indonesia",2005-03-28 23:37:31.350,3,28,2005
0.172,97.043,38.6,5.7,501,"Nias region, Indonesia",2005-03-28 23:13:00.960,3,28,2005
1.316,97.101,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 21:52:55.170,3,28,2005
1.077,97.579,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 21:34:09.320,3,28,2005
1.751,97.132,27.3,5.1,400,"Nias region, Indonesia",2005-03-28 20:35:17.420,3,28,2005
1.002,97.898,36.1,5.1,400,"Nias region, Indonesia",2005-03-28 20:23:23.470,3,28,2005
1.966,96.941,26.2,5.3,432,"Nias region, Indonesia",2005-03-28 20:06:56.140,3,28,2005
1.043,97.458,23.8,5.1,400,"Nias region, Indonesia",2005-03-28 20:06:25.560,3,28,2005
2.467,96.758,26.8,5.1,400,"Simeulue, Indonesia",2005-03-28 19:54:01.090,3,28,2005
1.014,97.821,30.9,5.8,518,"Nias region, Indonesia",2005-03-28 19:02:19.910,3,28,2005
2.387,97.159,30.0,5.2,416,"northern Sumatra, Indonesia",2005-03-28 18:50:14.110,3,28,2005
2.751,96.049,30.0,5.4,451,"Simeulue, Indonesia",2005-03-28 18:48:53.500,3,28,2005
0.923,97.867,36.1,6.1,572,"Nias region, Indonesia",2005-03-28 18:30:44.560,3,28,2005
1.306,97.145,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 18:13:23.260,3,28,2005
0.997,97.87,30.0,5.4,449,"Nias region, Indonesia",2005-03-28 17:59:47.310,3,28,2005
1.634,97.082,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 17:29:09.350,3,28,2005
1.776,97.102,30.0,5.3,432,"Nias region, Indonesia",2005-03-28 17:24:17.180,3,28,2005
2.836,98.758,30.0,5.2,416,"northern Sumatra, Indonesia",2005-03-28 17:23:32.830,3,28,2005
0.838,97.376,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 17:12:58.320,3,28,2005
0.852,97.519,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 17:11:45.470,3,28,2005
2.042,96.457,30.0,5.0,385,"Simeulue, Indonesia",2005-03-28 17:03:34.430,3,28,2005
2.276,96.183,30.0,5.1,400,"Simeulue, Indonesia",2005-03-28 16:58:35.710,3,28,2005
2.087,96.503,30.6,5.5,465,"Simeulue, Indonesia",2005-03-28 16:44:29.780,3,28,2005
1.23,97.487,30.0,5.9,564,"Nias region, Indonesia",2005-03-28 16:38:43.100,3,28,2005
2.335,96.596,28.9,5.4,449,"Simeulue, Indonesia",2005-03-28 16:34:40.570,3,28,2005
0.933,97.914,30.0,5.0,385,"Nias region, Indonesia",2005-03-28 16:33:56.460,3,28,2005
0.434,97.671,30.0,5.2,416,"Nias region, Indonesia",2005-03-28 16:27:38.120,3,28,2005
1.633,97.169,30.0,5.3,432,"Nias region, Indonesia",2005-03-28 16:25:56.870,3,28,2005
1.521,97.08,30.0,5.4,449,"Nias region, Indonesia",2005-03-28 16:25:45.850,3,28,2005
1.114,97.005,30.0,5.8,518,"Nias region, Indonesia",2005-03-28 16:21:16.310,3,28,2005
2.085,97.108,30.0,8.6,2048,"northern Sumatra, Indonesia",2005-03-28 16:09:36.530,3,28,2005
12.585,-86.819,169.1,5.1,400,Nicaragua,2005-03-28 13:46:52.580,3,28,2005
-0.299,-20.776,10.0,5.2,416,central Mid-Atlantic Ridge,2005-03-28 00:01:30.510,3,28,2005
-1.189,-80.771,18.2,5.1,400,near the coast of Ecuador,2005-03-27 08:03:36.150,3,27,2005
-4.894,129.938,10.0,6.1,582,Banda Sea,2005-03-26 15:40:34.530,3,26,2005
-6.777,153.616,3.6,5.4,449,"New Britain region, Papua New Guinea",2005-03-26 05:03:01.230,3,26,2005
-15.055,-173.459,10.0,5.2,416,Tonga,2005-03-26 02:42:04.360,3,26,2005
25.477,94.842,67.2,5.2,416,Myanmar-India border region,2005-03-25 13:34:40.020,3,25,2005
-20.29,-68.937,96.1,5.1,400,"Tarapaca, Chile",2005-03-25 03:54:26.710,3,25,2005
5.489,94.374,39.0,5.8,519,"northern Sumatra, Indonesia",2005-03-25 01:04:52.960,3,25,2005
7.102,-34.12,21.0,5.4,449,central Mid-Atlantic Ridge,2005-03-24 07:33:53.040,3,24,2005
-55.985,-27.078,69.9,5.0,385,South Sandwich Islands region,2005-03-24 06:08:38.490,3,24,2005
39.431,40.925,10.0,5.7,500,eastern Turkey,2005-03-23 21:44:53.020,3,23,2005
-11.639,-56.831,10.0,5.0,385,"Mato Grosso, Brazil",2005-03-23 21:12:00.850,3,23,2005
-6.876,155.756,47.3,5.2,416,"Bougainville region, Papua New Guinea",2005-03-23 14:54:09.140,3,23,2005
-55.475,-1.54,10.0,5.8,518,Bouvet Island region,2005-03-23 13:59:17.020,3,23,2005
-10.146,161.373,71.9,5.1,400,Solomon Islands,2005-03-23 13:30:29.450,3,23,2005
-55.408,-1.475,10.0,5.1,400,Bouvet Island region,2005-03-23 12:08:56.220,3,23,2005
12.312,92.568,30.0,5.2,416,"Andaman Islands, India region",2005-03-23 09:17:06.020,3,23,2005
-7.111,129.197,109.7,5.1,400,"Kepulauan Babar, Indonesia",2005-03-22 19:29:52.170,3,22,2005
13.061,92.476,38.0,5.0,385,"Andaman Islands, India region",2005-03-22 09:38:28.260,3,22,2005
0.457,126.122,10.0,5.1,400,Molucca Sea,2005-03-21 22:32:54.850,3,21,2005
12.722,-90.298,29.3,5.1,400,off the coast of El Salvador,2005-03-21 19:07:39.810,3,21,2005
-15.525,167.562,113.6,5.0,385,Vanuatu,2005-03-21 18:14:50.250,3,21,2005
-24.939,-177.644,152.8,5.4,449,south of the Fiji Islands,2005-03-21 17:06:16.190,3,21,2005
-27.933,-71.421,36.5,5.3,432,"offshore Atacama, Chile",2005-03-21 16:51:29.600,3,21,2005
-1.056,-24.585,21.9,5.4,449,central Mid-Atlantic Ridge,2005-03-21 16:14:38.530,3,21,2005
12.339,92.533,20.4,5.0,385,"Andaman Islands, India region",2005-03-21 14:14:09.430,3,21,2005
-24.725,-63.507,570.1,6.4,630,"Salta, Argentina",2005-03-21 12:43:12.360,3,21,2005
-24.983,-63.47,579.1,6.9,732,"Salta, Argentina",2005-03-21 12:23:54.090,3,21,2005
-55.425,-128.416,10.0,5.1,400,Pacific-Antarctic Ridge,2005-03-21 07:38:48.810,3,21,2005
-5.746,148.698,108.6,5.2,416,"New Britain region, Papua New Guinea",2005-03-20 22:13:53.250,3,20,2005
15.209,-95.841,4.3,5.1,400,"offshore Oaxaca, Mexico",2005-03-20 19:12:33.400,3,20,2005
-7.839,124.625,29.2,5.4,449,Banda Sea,2005-03-20 17:19:17.600,3,20,2005
-7.945,124.825,28.1,5.8,518,Banda Sea,2005-03-20 17:15:03.990,3,20,2005
33.807,130.131,10.0,6.6,865,"Kyushu, Japan",2005-03-20 01:53:41.830,3,20,2005
7.607,126.535,87.8,5.1,400,"Mindanao, Philippines",2005-03-20 00:40:26.110,3,20,2005
-21.893,-179.547,598.7,6.3,611,Fiji region,2005-03-19 17:34:46.180,3,19,2005
-20.407,-174.337,18.0,6.1,572,Tonga,2005-03-19 15:02:42.670,3,19,2005
3.999,95.67,48.0,5.1,400,off the west coast of northern Sumatra,2005-03-19 03:01:16.950,3,19,2005
-20.415,-68.626,109.2,5.3,432,"Potosi, Bolivia",2005-03-19 01:35:58.790,3,19,2005
-29.945,-176.63,10.0,5.2,416,Kermadec Islands region,2005-03-18 12:23:24.310,3,18,2005
-22.231,-176.31,118.3,5.4,449,south of the Fiji Islands,2005-03-18 09:34:49.480,3,18,2005
-3.517,150.768,70.1,5.2,416,"New Ireland region, Papua New Guinea",2005-03-18 05:17:16.470,3,18,2005
85.286,91.168,10.0,5.3,432,north of Severnaya Zemlya,2005-03-18 04:24:51.750,3,18,2005
4.863,95.089,60.4,5.7,501,"northern Sumatra, Indonesia",2005-03-17 23:20:49.350,3,17,2005
15.144,-91.381,197.4,6.1,592,Guatemala,2005-03-17 13:37:37.110,3,17,2005
-15.817,-172.036,21.7,5.2,416,Samoa Islands region,2005-03-17 06:56:19.370,3,17,2005
-52.219,160.817,10.0,5.2,416,Macquarie Island region,2005-03-17 01:19:36.990,3,17,2005
-0.107,123.579,114.1,5.0,385,"Sulawesi, Indonesia",2005-03-16 22:51:04.180,3,16,2005
-52.364,159.579,10.0,5.6,482,Macquarie Island region,2005-03-16 22:41:14.280,3,16,2005
-5.637,102.752,30.0,5.5,465,"southern Sumatra, Indonesia",2005-03-16 16:23:02.460,3,16,2005
43.466,146.894,39.3,5.4,449,Kuril Islands,2005-03-16 13:23:32.570,3,16,2005
85.209,90.945,10.0,5.0,385,north of Severnaya Zemlya,2005-03-16 11:10:29.270,3,16,2005
85.258,91.594,10.0,5.0,385,north of Severnaya Zemlya,2005-03-16 11:08:45.100,3,16,2005
-35.161,179.646,84.6,5.1,400,off the east coast of the North Island of New Zealand,2005-03-16 09:32:39.320,3,16,2005
5.439,94.427,30.0,5.3,432,"northern Sumatra, Indonesia",2005-03-16 06:39:48.320,3,16,2005
-24.369,179.923,507.1,5.5,465,south of the Fiji Islands,2005-03-16 03:41:25.020,3,16,2005
-24.114,-66.738,170.3,5.2,416,"Salta, Argentina",2005-03-15 20:07:00.680,3,15,2005
-19.47,168.556,32.6,5.1,400,Vanuatu,2005-03-15 20:05:27.880,3,15,2005
11.239,-86.067,30.0,5.8,521,near the coast of Nicaragua,2005-03-15 00:15:21.110,3,15,2005
-8.618,112.716,120.7,5.0,385,"Java, Indonesia",2005-03-14 15:37:01.030,3,14,2005
-28.559,-65.999,23.4,5.1,401,"Catamarca, Argentina",2005-03-14 12:43:44.480,3,14,2005
-45.07,166.75,10.0,5.2,416,off the west coast of the South Island of New Zealand,2005-03-14 08:04:35.060,3,14,2005
47.676,152.305,128.1,5.1,400,Kuril Islands,2005-03-14 06:54:06.460,3,14,2005
-27.737,73.826,10.0,5.6,482,Mid-Indian Ridge,2005-03-14 05:11:57.470,3,14,2005
39.354,40.89,5.0,5.8,518,eastern Turkey,2005-03-14 01:55:55.600,3,14,2005
-15.215,-173.462,10.0,5.4,449,Tonga,2005-03-13 22:33:05.020,3,13,2005
5.486,94.595,52.3,5.5,468,"northern Sumatra, Indonesia",2005-03-13 22:12:45.820,3,13,2005
-32.591,-71.681,25.7,5.2,422,"offshore Valparaiso, Chile",2005-03-13 20:38:59.670,3,13,2005
-40.18,173.577,141.2,5.4,473,"Cook Strait, New Zealand",2005-03-13 15:08:11.730,3,13,2005
27.095,61.887,54.0,6.0,554,southeastern Iran,2005-03-13 03:31:23.080,3,13,2005
9.735,91.634,30.0,5.2,416,"Nicobar Islands, India region",2005-03-12 22:43:32.710,3,12,2005
5.478,94.693,59.5,5.1,402,"northern Sumatra, Indonesia",2005-03-12 22:33:14.410,3,12,2005
-7.234,120.472,540.8,5.2,416,Flores Sea,2005-03-12 13:32:31.500,3,12,2005
39.44,40.978,11.1,5.6,485,eastern Turkey,2005-03-12 07:36:12.180,3,12,2005
43.085,144.674,54.1,5.5,466,"Hokkaido, Japan region",2005-03-11 18:47:36.690,3,11,2005
1.087,126.097,10.0,5.1,400,Molucca Sea,2005-03-11 17:01:09.320,3,11,2005
7.412,94.278,30.0,5.1,400,"Nicobar Islands, India region",2005-03-11 12:59:53.860,3,11,2005
-31.711,-177.748,10.0,5.0,385,Kermadec Islands region,2005-03-10 18:23:03.080,3,10,2005
12.932,-88.419,68.5,5.1,405,offshore El Salvador,2005-03-10 13:37:48.780,3,10,2005
85.247,92.895,10.0,5.5,465,north of Severnaya Zemlya,2005-03-10 00:28:26.360,3,10,2005
3.199,93.456,19.5,5.3,432,off the west coast of northern Sumatra,2005-03-09 18:27:41.070,3,9,2005
3.197,93.536,33.7,5.0,385,off the west coast of northern Sumatra,2005-03-09 18:27:32.210,3,9,2005
-20.726,169.278,10.0,5.0,385,Vanuatu,2005-03-09 13:02:05.850,3,9,2005
-26.913,26.789,5.0,5.0,403,South Africa,2005-03-09 10:15:31.830,3,9,2005
52.225,141.845,9.1,5.0,385,"Sakhalin, Russia",2005-03-08 23:58:38.740,3,8,2005
-16.746,167.478,10.0,5.2,416,Vanuatu,2005-03-08 19:37:06.200,3,8,2005
4.42,-75.946,65.9,5.0,391,Colombia,2005-03-08 15:59:43.870,3,8,2005
-16.036,-173.589,10.0,5.3,432,Tonga,2005-03-07 20:00:24.270,3,7,2005
-8.524,113.297,116.8,5.1,400,"Java, Indonesia",2005-03-07 13:51:03.570,3,7,2005
11.371,-85.936,85.3,5.6,494,Nicaragua,2005-03-07 07:17:23.480,3,7,2005
81.523,120.153,10.0,5.3,432,east of Severnaya Zemlya,2005-03-07 03:44:29.820,3,7,2005
42.534,-126.529,10.0,5.2,416,off the coast of Oregon,2005-03-07 02:48:20.540,3,7,2005
42.512,-126.575,10.0,5.3,432,off the coast of Oregon,2005-03-07 02:34:33.850,3,7,2005
-10.955,162.975,10.0,5.2,416,Solomon Islands,2005-03-06 17:37:22.410,3,6,2005
-11.046,162.859,10.0,5.6,482,Solomon Islands,2005-03-06 14:59:22.780,3,6,2005
84.897,99.41,10.0,5.1,400,north of Severnaya Zemlya,2005-03-06 08:24:46.580,3,6,2005
84.948,99.391,10.0,6.3,611,north of Severnaya Zemlya,2005-03-06 05:21:43.430,3,6,2005
84.906,98.838,10.0,5.3,432,north of Severnaya Zemlya,2005-03-06 05:01:14.780,3,6,2005
-11.045,163.045,10.0,6.1,572,Solomon Islands,2005-03-06 04:39:59.430,3,6,2005
3.253,128.498,34.7,5.2,416,"north of Halmahera, Indonesia",2005-03-06 02:49:15.480,3,6,2005
-11.062,163.207,10.0,5.9,536,Solomon Islands,2005-03-06 01:39:06.870,3,6,2005
24.722,121.918,10.0,5.7,510,Taiwan,2005-03-05 19:08:01.670,3,5,2005
24.637,121.935,3.5,5.7,543,Taiwan,2005-03-05 19:06:51.460,3,5,2005
-6.697,129.457,9.2,5.1,400,Banda Sea,2005-03-05 08:30:18.900,3,5,2005
-58.519,-26.095,107.0,5.3,432,South Sandwich Islands region,2005-03-05 00:07:39.300,3,5,2005
-5.613,101.501,25.4,5.1,400,"southwest of Sumatra, Indonesia",2005-03-04 21:45:51.050,3,4,2005
-22.434,-176.49,100.1,5.2,416,south of the Fiji Islands,2005-03-04 21:35:50.460,3,4,2005
2.67,126.407,59.1,5.9,536,Molucca Sea,2005-03-04 19:05:19.890,3,4,2005
-54.097,-137.017,10.0,5.1,400,Pacific-Antarctic Ridge,2005-03-04 09:54:47.760,3,4,2005
-32.879,-179.155,10.0,5.3,432,south of the Kermadec Islands,2005-03-03 11:54:36.140,3,3,2005
-54.423,-137.172,10.0,5.1,400,Pacific-Antarctic Ridge,2005-03-03 05:37:16.180,3,3,2005
-5.615,101.535,28.9,5.0,385,"southwest of Sumatra, Indonesia",2005-03-02 21:54:16.080,3,2,2005
50.325,142.437,10.0,5.0,385,"Sakhalin, Russia",2005-03-02 13:35:14.540,3,2,2005
34.715,-110.97,5.0,5.1,447,Arizona,2005-03-02 11:12:57.420,3,2,2005
-6.527,129.933,201.7,7.1,776,Banda Sea,2005-03-02 10:42:12.230,3,2,2005
-25.01,-112.389,10.0,5.1,400,Easter Island region,2005-03-02 00:27:42.550,3,2,2005
-24.964,-112.124,10.0,5.6,482,Easter Island region,2005-03-01 23:57:01.550,3,1,2005
47.98,-129.03,10.0,5.0,385,off the coast of Washington,2005-03-01 21:34:26.000,3,1,2005
-6.227,123.643,642.0,5.1,400,Banda Sea,2005-03-01 15:21:07.940,3,1,2005
-56.635,-141.557,10.0,5.1,400,Pacific-Antarctic Ridge,2005-03-01 14:05:11.310,3,1,2005
-31.43,-71.688,25.2,5.4,449,"offshore Coquimbo, Chile",2005-03-01 07:24:05.610,3,1,2005
-24.038,-66.54,189.0,5.3,432,"Jujuy, Argentina",2005-03-01 06:31:39.950,3,1,2005
47.96,-129.1,10.0,5.0,385,off the coast of Washington,2005-03-01 00:32:21.000,3,1,2005
47.96,-129.04,10.0,5.0,385,off the coast of Washington,2005-02-28 12:49:21.000,2,28,2005
-34.99,-107.849,10.0,5.2,416,southern East Pacific Rise,2005-02-28 09:39:23.390,2,28,2005
-30.344,-177.723,41.6,5.3,432,"Kermadec Islands, New Zealand",2005-02-28 08:29:57.780,2,28,2005
-34.923,-107.865,10.0,5.9,536,southern East Pacific Rise,2005-02-28 01:24:54.690,2,28,2005
18.764,-104.592,10.0,5.6,514,"offshore Colima, Mexico",2005-02-28 01:05:59.300,2,28,2005
-42.756,-83.461,10.0,5.1,400,West Chile Rise,2005-02-27 19:53:10.800,2,27,2005
-17.72,-178.594,555.9,5.7,500,Fiji region,2005-02-27 04:54:50.610,2,27,2005
-2.779,141.616,31.6,5.1,400,"near the north coast of New Guinea, Papua New Guinea",2005-02-27 04:35:36.040,2,27,2005
9.38,93.112,30.0,5.1,400,"Nicobar Islands, India region",2005-02-26 14:24:58.270,2,26,2005
2.908,95.592,36.0,6.8,711,"Simeulue, Indonesia",2005-02-26 12:56:52.620,2,26,2005
40.731,142.376,68.0,5.7,561,"near the east coast of Honshu, Japan",2005-02-26 12:37:40.690,2,26,2005
-7.4,128.432,160.0,5.0,385,"Kepulauan Barat Daya, Indonesia",2005-02-26 06:44:34.070,2,26,2005
38.107,72.707,114.9,5.7,501,Tajikistan,2005-02-25 23:04:04.020,2,25,2005
7.831,94.101,22.7,5.6,482,"Nicobar Islands, India region",2005-02-25 13:31:14.870,2,25,2005
7.734,94.17,24.2,5.1,400,"Nicobar Islands, India region",2005-02-25 13:30:07.960,2,25,2005
-54.084,6.942,10.0,5.1,400,Bouvet Island region,2005-02-25 07:47:18.770,2,25,2005
6.668,-73.059,166.3,5.3,437,northern Colombia,2005-02-25 06:41:25.320,2,25,2005
-48.84,-8.587,10.0,5.0,385,southern Mid-Atlantic Ridge,2005-02-25 05:11:59.930,2,25,2005
50.339,152.988,269.8,5.0,385,northwest of the Kuril Islands,2005-02-24 18:58:11.040,2,24,2005
2.891,95.729,30.0,5.6,482,"Simeulue, Indonesia",2005-02-24 07:35:50.460,2,24,2005
-43.007,-82.714,10.0,5.2,416,West Chile Rise,2005-02-24 07:04:43.030,2,24,2005
-20.885,-113.677,10.0,5.7,500,southern East Pacific Rise,2005-02-24 04:55:50.860,2,24,2005
-6.266,150.731,10.0,5.1,400,"New Britain region, Papua New Guinea",2005-02-23 20:03:24.000,2,23,2005
-6.268,150.692,10.0,5.6,482,"New Britain region, Papua New Guinea",2005-02-23 12:12:43.380,2,23,2005
-6.245,150.66,10.0,6.0,554,"New Britain region, Papua New Guinea",2005-02-23 11:33:52.900,2,23,2005
-18.069,168.375,38.8,5.3,434,Vanuatu,2005-02-23 10:40:32.530,2,23,2005
-65.71,133.289,10.0,5.4,449,south of Australia,2005-02-22 23:14:17.820,2,22,2005
25.669,-109.97,10.0,5.6,484,Gulf of California,2005-02-22 19:15:49.910,2,22,2005
4.597,-85.321,26.2,5.3,432,off the coast of Central America,2005-02-22 18:19:31.340,2,22,2005
10.829,91.772,30.0,5.5,465,"Andaman Islands, India region",2005-02-22 17:12:00.640,2,22,2005
33.182,137.154,369.5,5.6,488,"near the south coast of Honshu, Japan",2005-02-22 11:20:25.280,2,22,2005
12.582,123.177,17.8,5.8,519,"Masbate region, Philippines",2005-02-22 03:20:07.310,2,22,2005
30.754,56.816,14.0,6.4,638,central Iran,2005-02-22 02:25:22.920,2,22,2005
3.261,93.755,28.1,5.2,416,off the west coast of northern Sumatra,2005-02-21 06:10:12.200,2,21,2005
-30.124,-176.828,10.0,5.0,385,Kermadec Islands region,2005-02-21 00:04:56.010,2,21,2005
10.219,93.608,25.5,5.4,449,"Andaman Islands, India region",2005-02-20 23:08:03.960,2,20,2005
-13.68,167.311,204.0,5.0,385,Vanuatu,2005-02-20 15:26:18.650,2,20,2005
-2.355,68.523,9.3,5.3,432,Carlsberg Ridge,2005-02-20 13:41:04.070,2,20,2005
-4.694,153.108,46.6,5.5,465,"New Ireland region, Papua New Guinea",2005-02-20 12:14:51.810,2,20,2005
-15.254,-173.219,10.0,5.0,385,Tonga,2005-02-20 09:24:47.830,2,20,2005
8.933,126.229,42.0,5.0,385,"Mindanao, Philippines",2005-02-20 05:08:38.290,2,20,2005
9.649,126.23,34.5,5.0,385,"Mindanao, Philippines",2005-02-20 04:52:49.100,2,20,2005
-5.639,101.607,29.3,5.4,449,"southwest of Sumatra, Indonesia",2005-02-19 14:04:41.280,2,19,2005
5.044,94.438,40.1,5.0,385,"northern Sumatra, Indonesia",2005-02-19 03:23:38.640,2,19,2005
-5.67,122.089,10.0,5.4,449,"Sulawesi, Indonesia",2005-02-19 00:09:11.710,2,19,2005
-5.562,122.129,10.0,6.5,650,"Sulawesi, Indonesia",2005-02-19 00:04:43.590,2,19,2005
23.212,121.558,16.6,5.4,451,Taiwan,2005-02-18 20:18:17.900,2,18,2005
5.446,94.416,48.0,5.6,482,"northern Sumatra, Indonesia",2005-02-18 19:33:46.400,2,18,2005
-23.667,-177.295,64.0,5.2,416,south of the Fiji Islands,2005-02-18 15:25:39.020,2,18,2005
51.194,-178.881,46.1,5.0,385,"Andreanof Islands, Aleutian Islands, Alaska",2005-02-18 10:33:40.090,2,18,2005
51.241,-178.903,43.9,5.0,385,"Andreanof Islands, Aleutian Islands, Alaska",2005-02-18 10:06:17.620,2,18,2005
-1.768,-81.046,10.0,5.5,465,off the coast of Ecuador,2005-02-17 20:42:57.640,2,17,2005
0.966,125.939,15.0,5.2,416,Molucca Sea,2005-02-17 16:42:44.710,2,17,2005
-34.271,-178.051,37.4,5.0,385,south of the Kermadec Islands,2005-02-17 06:20:22.680,2,17,2005
-5.812,150.481,36.6,5.5,465,"New Britain region, Papua New Guinea",2005-02-17 06:12:16.480,2,17,2005
4.702,95.156,47.8,5.7,500,"northern Sumatra, Indonesia",2005-02-17 05:31:28.080,2,17,2005
-10.927,-76.101,126.2,5.4,453,central Peru,2005-02-17 03:12:46.850,2,17,2005
-56.132,-27.418,102.7,5.6,482,South Sandwich Islands region,2005-02-17 01:19:16.590,2,17,2005
-36.32,-16.558,10.0,6.6,670,southern Mid-Atlantic Ridge,2005-02-16 20:27:52.490,2,16,2005
-23.214,-115.028,10.0,5.2,416,southern East Pacific Rise,2005-02-16 11:44:26.710,2,16,2005
35.261,-36.071,10.0,5.3,432,northern Mid-Atlantic Ridge,2005-02-16 10:54:07.580,2,16,2005
8.097,93.945,11.0,5.9,536,"Nicobar Islands, India region",2005-02-16 08:19:41.470,2,16,2005
-13.873,171.926,21.3,5.0,385,Vanuatu region,2005-02-15 21:19:23.630,2,15,2005
35.982,139.686,46.2,5.5,614,"near the south coast of Honshu, Japan",2005-02-15 19:46:35.880,2,15,2005
4.756,126.421,39.7,6.5,652,"Kepulauan Talaud, Indonesia",2005-02-15 14:42:25.850,2,15,2005
-15.308,167.448,94.4,5.0,385,Vanuatu,2005-02-15 13:06:52.000,2,15,2005
24.428,94.537,69.7,5.2,416,Myanmar-India border region,2005-02-15 13:05:49.840,2,15,2005
41.754,79.399,29.0,5.3,434,Kyrgyzstan-Xinjiang border region,2005-02-15 11:16:16.320,2,15,2005
24.55,92.524,35.2,5.0,385,India-Bangladesh border region,2005-02-15 11:15:11.700,2,15,2005
1.821,92.191,26.9,5.4,449,off the west coast of northern Sumatra,2005-02-15 02:33:02.360,2,15,2005
41.728,79.44,22.0,6.1,582,Kyrgyzstan-Xinjiang border region,2005-02-14 23:38:08.660,2,14,2005
-17.504,167.604,7.3,5.4,449,Vanuatu,2005-02-14 18:54:59.870,2,14,2005
